ProductID,Tier
416163,1.0
416209,
416221,
416228,
416233,
416245,
416317,
416322,
416324,
416414,
416417,
417248,
417249,
417575,1.0
417587,
417796,
417813,
417815,
417819,
417820,
417823,
417825,
417827,
417829,
417912,
417923,1.0
417931,1.0
418016,
418023,
418031,
418035,
418054,
418055,
418058,
418062,
418064,
418067,
418084,
418092,
418095,
418097,
41867,
41874,
418764,
41894,
419018,
419515,
419779,
419781,
419792,
419794,
419802,
419811,
419820,
419828,
419830,
419834,
419836,
419838,
419839,
419842,
419863,
419864,
419866,
419868,
420919,
420926,
420927,
421028,
421039,
421043,
421071,
421078,
421157,
421161,
422,
422465,
422466,
422469,
423504,
423690,
423694,
423724,
424398,
424400,
425004,
425299,
425322,1.0
425335,
425336,
425337,
425719,
425725,
425750,
425859,
425952,
425973,
426000,2.0
426009,
426010,
426241,
427396,
427399,
427405,
427409,
427410,
427412,
427493,
427497,
427500,
427508,
427511,
427518,
427524,
427610,
428,
428115,
429167,
429171,
429177,
429185,
429250,
429254,
429525,
429716,1.0
429723,1.0
429725,1.0
429726,1.0
429914,1.0
429930,1.0
429936,2.0
429940,2.0
430025,1.0
430028,1.0
430031,1.0
430034,1.0
430036,1.0
430054,1.0
430055,1.0
430056,1.0
430070,1.0
430071,1.0
430072,1.0
430073,1.0
430076,1.0
430077,1.0
430082,1.0
430084,1.0
430087,1.0
430089,1.0
430090,1.0
430092,1.0
430094,1.0
430096,1.0
430097,1.0
430111,2.0
430114,2.0
430116,2.0
430117,2.0
430119,2.0
430120,2.0
430121,2.0
430123,2.0
430125,2.0
430126,2.0
430127,2.0
430128,2.0
430129,2.0
430130,2.0
430131,2.0
430132,2.0
430133,2.0
430134,2.0
430135,2.0
430136,2.0
430137,2.0
430138,2.0
430139,2.0
430140,2.0
430141,2.0
430142,2.0
430209,1.0
430210,1.0
430211,1.0
430214,2.0
430215,2.0
430217,2.0
430221,1.0
430222,1.0
430223,1.0
430225,2.0
430226,2.0
430227,2.0
430265,1.0
430266,1.0
430267,1.0
430269,2.0
430271,2.0
430273,2.0
430277,
430278,
430279,
430282,
430285,
430287,
430289,
430290,
430291,
430297,
430298,
430301,
430336,
430337,
430338,
430340,
430341,
430343,
430346,
430349,
430351,
430360,
430362,
430363,
430367,
430368,
430370,
430376,
430377,
430380,
430382,
430383,
430384,
430386,
430387,
430389,
430393,
430394,
430395,
430592,
430599,
430600,
430601,
430607,
430608,
430609,
430610,
430615,
430619,
430621,
430622,
430625,
430629,
430630,
430631,
430634,
430636,
430638,
430639,
431152,
431153,
431154,
431155,
431158,
431160,
431161,
431163,
431164,
431166,
431167,
431169,
431170,
431171,
431172,
431173,
431501,
432061,
432064,
432066,
432068,
432355,
432655,
432825,
432828,
432829,
432831,
432834,
432835,
432836,
432837,
432840,
432841,
432842,
432843,
432844,
432845,
432847,
432848,
432849,
432850,
432851,
432853,
432855,
432857,
432858,
432860,
432861,
432867,
432868,
432869,
432870,
432872,
432874,
432875,
432889,
432890,
432891,
432892,
432893,
432894,
432895,
432896,
432897,
432898,
432900,
432901,
432905,
432906,
432907,
432908,
432909,
432910,
432911,
432913,
432914,
432915,
432916,
432917,
432918,
432919,
432920,
432922,
432923,
432924,
432925,
432926,
432928,
432929,
432930,
432931,
432954,
432956,
432957,
432958,
432959,
432960,
432961,
432963,
432964,
432966,
432968,
432969,
432971,
432973,
432977,
432978,
432980,
432984,
433009,
433010,
433011,
433014,
433016,
433017,
433018,
433019,
433020,
433021,
433022,
433023,
433029,
433030,
433035,
433036,
433037,
433040,
433049,
433050,
433051,
433054,
433055,
433056,
433057,
433058,
433059,
433061,
433062,
433063,
433064,
433066,
433072,
433074,
433076,
433077,
433079,
433080,
433081,
433082,
433124,
433144,
433147,
433151,
433153,
433155,
433156,
433157,
433158,
433159,
433160,
433161,
433163,
433165,
433166,
433173,
433177,
433178,
433180,
433210,
433211,
433212,
433213,
433214,
433215,
433216,
433217,
433220,
433221,
433222,
433225,
433226,
433227,
433231,
433233,
433236,
433237,
433244,
433247,
433248,
433249,
433250,
433252,
433254,
433255,
433256,
433261,
433264,
433266,
433269,
433273,
433278,
433279,
433280,
433281,
433290,
433293,
433296,
433297,
433298,
433299,
433300,
433301,
433302,
433303,
433305,
433306,
433307,
433309,
433315,
433316,
433317,
433318,
433325,
433326,
433327,
433328,
433344,
433353,
433355,
433356,
433363,
433366,
433367,
433379,
433380,
433381,
433382,
433383,
433391,
433393,
433395,
433396,
433398,
433399,
433400,
433403,
433405,
433409,
433410,
433411,
433412,
433454,
433629,1.0
433632,1.0
433634,1.0
433635,1.0
433636,1.0
433639,1.0
433641,1.0
433643,1.0
433645,1.0
433780,
433788,
433793,
433794,
433795,
433796,
433799,
433800,
433801,
433805,
433824,
433825,
433826,
433827,
433828,
433830,
433831,
433833,
433836,
433837,
434092,
434093,
434519,1.0
434521,1.0
434527,1.0
434529,1.0
434537,1.0
434543,1.0
434545,1.0
434554,1.0
434555,1.0
434556,1.0
434580,1.0
434582,1.0
434585,1.0
434586,1.0
434587,1.0
434590,1.0
434591,1.0
434592,1.0
434593,1.0
434595,1.0
434598,1.0
434599,1.0
434600,1.0
434602,1.0
434934,
435189,1.0
435192,1.0
435194,1.0
435199,1.0
435211,1.0
435219,1.0
435363,1.0
435372,1.0
435373,1.0
435374,1.0
435375,1.0
435376,1.0
435378,1.0
435379,1.0
435384,1.0
435387,1.0
435389,1.0
435390,1.0
435391,1.0
435392,1.0
435395,1.0
435396,1.0
435398,1.0
435399,1.0
435400,1.0
435401,1.0
435402,1.0
435403,1.0
435404,1.0
435497,1.0
435500,1.0
435501,1.0
435502,1.0
435505,1.0
435509,1.0
435510,1.0
435511,1.0
435512,1.0
435519,1.0
435522,1.0
435523,1.0
435524,1.0
435526,1.0
435528,1.0
435529,1.0
435530,1.0
435531,1.0
435532,1.0
435534,1.0
435536,1.0
435945,
435946,
435947,
436166,
436171,
436173,
436174,
436177,
436180,
436181,
436182,
436183,
436184,
436185,
436186,
436188,
436189,
436190,
436191,
436229,
436233,
436234,
436239,
436242,
436244,
437357,
437372,
437545,
437575,
437585,
437586,
437596,
437666,
438061,
438065,
438446,
438449,
438452,
438454,
438456,
438457,
438458,
438459,
438463,
438464,
438466,
439029,
439039,
439050,
439051,
439054,
439056,
439058,
439061,
439062,
439065,
439066,
439074,
439078,
439081,
439082,
439083,
439084,
439086,
439089,
439092,
439094,
439096,
439098,
439101,
439103,
439104,
439106,
439108,
439109,
439113,
439114,
439116,
439117,
439125,
439128,
439130,
439134,
439135,
439136,
439138,
439140,
439142,
439144,
439145,
439148,
439149,
439150,
439151,
439154,
439155,
439156,
439158,
439159,
439161,
439163,
439167,
439168,
439169,
439173,
439177,
439179,
439180,
439186,
439188,
439191,
439194,
439247,
439252,
439254,
439256,
439257,
439258,
439267,1.0
439268,1.0
439269,1.0
439271,1.0
439272,1.0
439274,1.0
439275,1.0
439276,1.0
439277,1.0
439279,1.0
439280,1.0
439281,1.0
439284,1.0
439286,1.0
439289,1.0
439291,1.0
439294,1.0
439295,1.0
439296,1.0
439298,1.0
439299,1.0
439300,1.0
439301,1.0
439304,1.0
439305,1.0
439306,1.0
439312,1.0
439313,1.0
439314,1.0
439315,1.0
439317,1.0
439329,1.0
439331,1.0
439332,1.0
439334,1.0
439336,1.0
439338,1.0
439339,1.0
439342,1.0
439343,1.0
439344,1.0
439345,1.0
439346,1.0
439348,1.0
439349,1.0
439351,1.0
439352,1.0
439353,1.0
439354,1.0
439356,1.0
439357,1.0
439413,
439418,
439419,
439420,
439421,
439424,
439428,
439429,
439432,
439434,
439435,
439437,
439440,
439441,
439443,
439444,
439454,
439458,
439461,
439463,
439465,
439466,
439467,
439469,
439470,
439471,
439472,
439474,
439476,
439477,
439479,
439480,
439481,
439482,
439483,
439486,
439487,
439488,
439489,
439505,
439507,
439514,
439515,
439516,
439517,
439520,
439521,
439523,
439524,
439525,
439527,
439530,
439531,
439532,
439533,
439539,
439540,
439541,
439542,
439543,
439544,
439546,
439547,
439548,
439549,
439551,
439552,
439553,
439554,
439555,
439558,
439559,
439560,
439562,
439563,
439698,
439699,
439700,
439707,
439708,
439710,
439716,
439718,
439719,
439721,
439724,
439737,
439738,
439764,
439767,
439769,
439772,
439773,
439775,
439777,
439785,
439786,
439787,
439789,
439823,
439826,
439829,
439831,
439833,
439834,
439835,
439837,
439838,
439840,
439841,
439842,
439844,
439847,
439849,
439850,
439851,
439852,
439853,
439854,
439855,
439856,
439857,
439858,
439860,
439868,
439870,
439872,
439876,
439877,
439886,
439887,
439888,
439889,
439891,
439893,
439896,
439899,
439900,
439901,
439902,
439928,
439930,
439931,
439932,
439933,
439934,
439935,
439938,
439939,
439941,
439943,
439944,
439945,
439947,
439948,
439949,
439950,
439951,
439952,
439953,
439954,
439955,
439956,
439958,
439959,
439960,
439965,
439967,
439969,
439976,
439979,
439986,
439987,
439988,
439989,
439990,
439991,
439992,
439996,
439998,
439999,
440002,
440034,
440038,
440039,
440043,
440045,
440047,
440049,
440050,
440052,
440054,
440056,
440058,
440059,
440060,
440062,
440063,
440067,
440073,
440077,
440078,
